Work_Order,Description,Location,Location_Normalized,Asset,Notes,Lead,Reported_Date,Reported_Timestamp,Target_Finish,Target_Finish_Timestamp,Actual_Finish,Actual_Finish_Timestamp,Priority,Priority_Int,Priority_InvalidValue,Work_Type,Status,History,Is_dynamic,Dynamic_Job_Plan_applied,Site
23-52515,Set up racoon trap next to corn oil pumps,MTC-000,MTC-000,7046,,,12-5-23 6:47 AM,2023-12-05T06:47:00.000Z,9-29-23 4:30 PM,2023-09-29T16:30:00.000Z,12-5-23 6:48 AM,2023-12-05T06:48:00.000Z,2,2,,SA,CLOSE,Y,,NO,CHATHAM
23-52514,Need snow clearing station installed at new grain trailer,2100,2100,,,,12-5-23 6:45 AM,2023-12-05T06:45:00.000Z,12-17-23 10:52 AM,2023-12-17T10:52:00.000Z,12-11-23 1:52 PM,2023-12-11T13:52:00.000Z,2,2,,SA,CLOSE,Y,,NO,CHATHAM
23-52510,Seal on bearing failed on east side of mixer.,MX-1302,MX-1302,3563,,,12-4-23 2:30 PM,2023-12-04T14:30:00.000Z,12-24-23 4:41 AM,2023-12-24T04:41:00.000Z,3-5-24 3:36 PM,2024-03-05T15:36:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-52509,RO B  Conductivity Probe No Good.,WS-3502B,WS-3502B,6389,,,12-4-23 2:22 PM,2023-12-04T14:22:00.000Z,12-24-23 8:36 AM,2023-12-24T08:36:00.000Z,12-5-23 10:07 AM,2023-12-05T10:07:00.000Z,2,2,,CO,CLOSE,Y,,NO,CHATHAM
23-52507,"Replaced gearbox on Dryer \"D\" drum",DR-1801D,DR-1801D,1466,,,12-4-23 11:23 AM,2023-12-04T11:23:00.000Z,12-1-23 6:02 PM,2023-12-01T18:02:00.000Z,12-5-23 4:05 PM,2023-12-05T16:05:00.000Z,2,2,,RM,CLOSE,Y,,NO,CHATHAM
23-52506,Caulking around tap needs to be repalced,QC LAB,QC LAB,,,,12-4-23 11:02 AM,2023-12-04T11:02:00.000Z,12-22-23 2:35 PM,2023-12-22T14:35:00.000Z,12-13-23 4:46 PM,2023-12-13T16:46:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-52505,"TA24 Spring - CV1823 Gearbox leaking ,should be changed",CV-1823,CV-1823,1427,,,12-4-23 9:24 AM,2023-12-04T09:24:00.000Z,4-30-24 10:53 AM,2024-04-30T10:53:00.000Z,5-27-24 10:34 AM,2024-05-27T10:34:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-52504,SDA 40B HAZOP,0000,0000,,,,12-4-23 9:22 AM,2023-12-04T09:22:00.000Z,12-15-23 12:00 AM,2023-12-15T00:00:00.000Z,12-15-23 6:00 AM,2023-12-15T06:00:00.000Z,4,4,,CP,CLOSE,Y,,NO,CHATHAM
23-52503,Baseboard Heater in Office,0000,0000,,,,12-4-23 8:52 AM,2023-12-04T08:52:00.000Z,12-17-23 10:22 AM,2023-12-17T10:22:00.000Z,12-4-23 11:22 AM,2023-12-04T11:22:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-52502,Richmond St Electrical Compliance Review,R&D LAB,R&D LAB,,,,12-4-23 8:50 AM,2023-12-04T08:50:00.000Z,12-8-23 11:57 AM,2023-12-08T11:57:00.000Z,12-4-23 1:12 PM,2023-12-04T13:12:00.000Z,4,4,,SA,CLOSE,Y,,NO,CHATHAM
23-52500,Recalibrate chino,MT-15201,MT-15201,,,,12-4-23 7:21 AM,2023-12-04T07:21:00.000Z,12-5-23 7:21 AM,2023-12-05T07:21:00.000Z,12-4-23 9:23 AM,2023-12-04T09:23:00.000Z,2,2,,CAL,CLOSE,Y,,NO,CHATHAM
23-52499,I/E - Fuel Accuload Ethernet between HMI and board loose or needs to be replaced.,FQIC-22201,FQIC-22201,1948,,,12-4-23 7:10 AM,2023-12-04T07:10:00.000Z,12-5-23 9:51 AM,2023-12-05T09:51:00.000Z,12-4-23 10:21 AM,2023-12-04T10:21:00.000Z,2,2,,RM,CLOSE,Y,,NO,CHATHAM
23-52350,PH PROBE CLEANING AND CALIBRATION WEEKLY PM,AT-84505,AT-84505,6885,,,12-4-23 1:52 AM,2023-12-04T01:52:00.000Z,12-28-23 1:00 AM,2023-12-28T01:00:00.000Z,12-28-23 2:32 PM,2023-12-28T14:32:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52349,C-1803D pH Meter-Weekly PM,AT-84505,AT-84505,6885,,,12-4-23 1:52 AM,2023-12-04T01:52:00.000Z,12-28-23 12:00 AM,2023-12-28T00:00:00.000Z,12-28-23 12:30 AM,2023-12-28T00:30:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-52348,"Area Asset Checks-1830, 1840, DDG Cooler",1800,1800,,,,12-4-23 1:52 AM,2023-12-04T01:52:00.000Z,1-1-24 12:00 AM,2024-01-01T00:00:00.000Z,1-2-24 11:35 AM,2024-01-02T11:35:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52347,"Area Asset Checks-1830, 1840, DDG Cooler",1800,1800,,,,12-4-23 1:52 AM,2023-12-04T01:52:00.000Z,1-1-24 12:00 AM,2024-01-01T00:00:00.000Z,1-2-24 3:00 AM,2024-01-02T03:00:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-52346,"Area Asset Checks-2200, 2300, 3200, 3600, 4100",2200,2200,,,,12-4-23 1:52 AM,2023-12-04T01:52:00.000Z,1-1-24 12:00 AM,2024-01-01T00:00:00.000Z,1-2-24 2:54 PM,2024-01-02T14:54:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52345,"Area Asset Checks-2200, 2300, 3200, 3600, 4100",2200,2200,,,,12-4-23 1:52 AM,2023-12-04T01:52:00.000Z,1-1-24 12:00 AM,2024-01-01T00:00:00.000Z,1-2-24 2:00 AM,2024-01-02T02:00:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-52344,"Area Asset Checks-1600, 1660, 1700 (Evaps, Corn oil, Decanyers)",1600,1600,,,,12-4-23 1:52 AM,2023-12-04T01:52:00.000Z,1-1-24 12:00 AM,2024-01-01T00:00:00.000Z,1-2-24 1:23 PM,2024-01-02T13:23:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52343,"Area Asset Checks-1600, 1660, 1700",1600,1600,,,,12-4-23 1:52 AM,2023-12-04T01:52:00.000Z,1-1-24 12:00 AM,2024-01-01T00:00:00.000Z,1-2-24 1:30 AM,2024-01-02T01:30:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-52342,"Area Asset Checks-1500, 6500 (Distillation)",1500,1500,,,,12-4-23 1:52 AM,2023-12-04T01:52:00.000Z,1-1-24 12:00 AM,2024-01-01T00:00:00.000Z,1-4-24 8:18 AM,2024-01-04T08:18:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52341,"Area Asset Checks-1500, 6500",1500,1500,,,,12-4-23 1:52 AM,2023-12-04T01:52:00.000Z,1-1-24 12:00 AM,2024-01-01T00:00:00.000Z,1-4-24 1:00 AM,2024-01-04T01:00:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-52340,"Area Asset Checks-2100, 1200, 1300, 1400 (Corn, Mill, Mash, Fermentation)",2100,2100,,,,12-4-23 1:52 AM,2023-12-04T01:52:00.000Z,1-1-24 2:30 AM,2024-01-01T02:30:00.000Z,1-5-24 2:30 PM,2024-01-05T14:30:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52339,"Area Asset Checks-2100, 1200, 1300, 1400 (Corn, Mill, Mash, Fermentation)",2100,2100,,,,12-4-23 1:52 AM,2023-12-04T01:52:00.000Z,1-1-24 12:00 AM,2024-01-01T00:00:00.000Z,1-5-24 12:30 AM,2024-01-05T00:30:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-52338,"Area Asset Checks-1830, 1840, DDG Cooler",1800,1800,,,,12-4-23 1:52 AM,2023-12-04T01:52:00.000Z,1-1-24 12:00 AM,2024-01-01T00:00:00.000Z,1-5-24 1:23 PM,2024-01-05T13:23:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52337,"Area Asset Checks-1830, 1840, DDG Cooler",1800,1800,,,,12-4-23 1:52 AM,2023-12-04T01:52:00.000Z,1-1-24 12:00 AM,2024-01-01T00:00:00.000Z,1-5-24 1:00 AM,2024-01-05T01:00:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-52336,"Area Asset Checks-2200, 2300, 3200, 3600, 4100",2200,2200,,,,12-4-23 1:51 AM,2023-12-04T01:51:00.000Z,1-1-24 12:00 AM,2024-01-01T00:00:00.000Z,1-2-24 12:55 PM,2024-01-02T12:55:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52335,"Area Asset Checks-2200, 2300, 3200, 3600, 4100",2200,2200,,,,12-4-23 1:51 AM,2023-12-04T01:51:00.000Z,1-1-24 12:00 AM,2024-01-01T00:00:00.000Z,1-2-24 1:00 AM,2024-01-02T01:00:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-52334,"Area Asset Checks-1600, 1660, 1700 (Evaps, Corn oil, Decanyers)",1600,1600,,,,12-4-23 1:51 AM,2023-12-04T01:51:00.000Z,1-1-24 12:00 AM,2024-01-01T00:00:00.000Z,1-2-24 3:00 PM,2024-01-02T15:00:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52333,"Area Asset Checks-1600, 1660, 1700",1600,1600,,,,12-4-23 1:51 AM,2023-12-04T01:51:00.000Z,1-1-24 12:00 AM,2024-01-01T00:00:00.000Z,1-2-24 2:00 AM,2024-01-02T02:00:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-52332,"Area Asset Checks-1500, 6500 (Distillation)",1500,1500,,,,12-4-23 1:51 AM,2023-12-04T01:51:00.000Z,1-1-24 12:00 AM,2024-01-01T00:00:00.000Z,1-2-24 3:01 PM,2024-01-02T15:01:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52331,"Area Asset Checks-1500, 6500",1500,1500,,,,12-4-23 1:51 AM,2023-12-04T01:51:00.000Z,1-1-24 12:00 AM,2024-01-01T00:00:00.000Z,1-2-24 2:00 AM,2024-01-02T02:00:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-52330,"Area Asset Checks-2100, 1200, 1300, 1400 (Corn, Mill, Mash, Fermentation)",2100,2100,,,,12-4-23 1:51 AM,2023-12-04T01:51:00.000Z,1-1-24 5:00 AM,2024-01-01T05:00:00.000Z,1-5-24 1:23 PM,2024-01-05T13:23:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52329,"Area Asset Checks-2100, 1200, 1300, 1400 (Corn, Mill, Mash, Fermentation)",2100,2100,,,,12-4-23 1:51 AM,2023-12-04T01:51:00.000Z,1-1-24 12:00 AM,2024-01-01T00:00:00.000Z,1-5-24 1:00 AM,2024-01-05T01:00:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-52328,BL-1804D WEEKLY GREASING,BL-1804D,BL-1804D,,,,12-4-23 1:51 AM,2023-12-04T01:51:00.000Z,1-1-24 12:00 AM,2024-01-01T00:00:00.000Z,1-8-24 1:21 PM,2024-01-08T13:21:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52327,BL-1804D - WEEKLY BEARING GREASING,BL-1804D,BL-1804D,,,,12-4-23 1:51 AM,2023-12-04T01:51:00.000Z,1-1-24 12:00 AM,2024-01-01T00:00:00.000Z,1-8-24 1:21 PM,2024-01-08T13:21:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-52326,CENTRIFUGAL BLOWER PM,BL-1804D,BL-1804D,,,,12-4-23 1:51 AM,2023-12-04T01:51:00.000Z,1-30-24 12:00 AM,2024-01-30T00:00:00.000Z,5-27-24 9:32 AM,2024-05-27T09:32:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-52325,BL-1804D - MECHANICAL PM,BL-1804D,BL-1804D,,,,12-4-23 1:51 AM,2023-12-04T01:51:00.000Z,1-30-24 1:30 AM,2024-01-30T01:30:00.000Z,5-27-24 9:32 AM,2024-05-27T09:32:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-52324,MCC'S UPS ANNUAL PM,MCC-3820,MCC-3820,7713,,,12-4-23 1:51 AM,2023-12-04T01:51:00.000Z,4-26-24 12:00 AM,2024-04-26T00:00:00.000Z,12-15-24 6:49 PM,2024-12-15T18:49:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52323,MCC3820  UPS PM,MCC-3820,MCC-3820,7713,,,12-4-23 1:51 AM,2023-12-04T01:51:00.000Z,4-26-24 12:00 AM,2024-04-26T00:00:00.000Z,12-15-24 6:49 PM,2024-12-15T18:49:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-52322,MCC'S UPS ANNUAL PM,MCC-3818,MCC-3818,3386,,,12-4-23 1:51 AM,2023-12-04T01:51:00.000Z,4-26-24 12:00 AM,2024-04-26T00:00:00.000Z,12-15-24 6:49 PM,2024-12-15T18:49:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52321,MCC3818A  UPS PM,MCC-3818,MCC-3818,3386,,,12-4-23 1:51 AM,2023-12-04T01:51:00.000Z,4-26-24 12:00 AM,2024-04-26T00:00:00.000Z,12-15-24 6:49 PM,2024-12-15T18:49:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-52320,MCC'S UPS ANNUAL PM,UPS-3818B,UPS-3818B,6187,,,12-4-23 1:51 AM,2023-12-04T01:51:00.000Z,4-26-24 12:00 AM,2024-04-26T00:00:00.000Z,12-15-24 6:49 PM,2024-12-15T18:49:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52319,MCC3818B  UPS PM,UPS-3818B,UPS-3818B,6187,,,12-4-23 1:51 AM,2023-12-04T01:51:00.000Z,4-26-24 12:00 AM,2024-04-26T00:00:00.000Z,12-15-24 6:49 PM,2024-12-15T18:49:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-52318,DRYER C-D GROUND CLEANUP PRIOR TO ANY WORK (12 WEEK DR0),1800,1800,,,,12-4-23 1:51 AM,2023-12-04T01:51:00.000Z,1-1-24 1:00 AM,2024-01-01T01:00:00.000Z,4-9-24 10:37 AM,2024-04-09T10:37:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-52317,DRYER C-D GROUND CLEANUP PRIOR TO ANY WORK (12 WEEK PM DR0),1800,1800,,,,12-4-23 1:51 AM,2023-12-04T01:51:00.000Z,1-1-24 12:00 AM,2024-01-01T00:00:00.000Z,4-9-24 10:37 AM,2024-04-09T10:37:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-52316,AFTER FILTER ELEMENT CHANGE OUT,DR-3301B,DR-3301B,6672,,,12-4-23 1:51 AM,2023-12-04T01:51:00.000Z,12-28-23 12:00 AM,2023-12-28T00:00:00.000Z,6-20-24 2:16 PM,2024-06-20T14:16:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52315,PRE-FILTER ELEMENT CHANGE OUT,DR-3301B,DR-3301B,6672,,,12-4-23 1:51 AM,2023-12-04T01:51:00.000Z,12-28-23 12:00 AM,2023-12-28T00:00:00.000Z,6-20-24 2:16 PM,2024-06-20T14:16:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52314,DR-3301B FILTER CHANGE OUT PM,DR-3301B,DR-3301B,6672,,,12-4-23 1:51 AM,2023-12-04T01:51:00.000Z,12-28-23 12:00 AM,2023-12-28T00:00:00.000Z,6-20-24 2:16 PM,2024-06-20T14:16:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-52313,AFTER FILTER ELEMENT CHANGE OUT,DR-3301A,DR-3301A,6671,,,12-4-23 1:51 AM,2023-12-04T01:51:00.000Z,12-28-23 12:00 AM,2023-12-28T00:00:00.000Z,6-20-24 2:16 PM,2024-06-20T14:16:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52312,PRE-FILTER ELEMENT CHANGE OUT,DR-3301A,DR-3301A,6671,,,12-4-23 1:51 AM,2023-12-04T01:51:00.000Z,12-28-23 12:00 AM,2023-12-28T00:00:00.000Z,6-20-24 2:16 PM,2024-06-20T14:16:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52311,DR-3301A FILTER CHANGE OUT PM,DR-3301A,DR-3301A,6671,,,12-4-23 1:51 AM,2023-12-04T01:51:00.000Z,12-28-23 12:00 AM,2023-12-28T00:00:00.000Z,6-20-24 2:16 PM,2024-06-20T14:16:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-52310,5S AND STOCKROOM AUDIT-WEEKLY PM,MAINTENANCE,MAINTENANCE,,,,12-4-23 1:51 AM,2023-12-04T01:51:00.000Z,1-1-24 12:00 AM,2024-01-01T00:00:00.000Z,1-8-24 1:21 PM,2024-01-08T13:21:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-52309,To be calibrated as per ISO 14001 PM,FT-60902,FT-60902,2145,,,12-4-23 1:51 AM,2023-12-04T01:51:00.000Z,4-29-24 2:00 AM,2024-04-29T02:00:00.000Z,4-9-24 10:38 AM,2024-04-09T10:38:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-52308,FT-60902 - Calibration for ISO 14001,FT-60902,FT-60902,2145,,,12-4-23 1:51 AM,2023-12-04T01:51:00.000Z,4-29-24 2:00 AM,2024-04-29T02:00:00.000Z,4-9-24 10:38 AM,2024-04-09T10:38:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-52307,TEST FIRE SUPPRESSION SYSTEM,ME-3602A,ME-3602A,,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,4-24-24 12:00 AM,2024-04-24T00:00:00.000Z,4-9-24 10:40 AM,2024-04-09T10:40:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-52306,TEST FIRE SUPPRESSION SYSTEM CG2,ME-3602A,ME-3602A,,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,4-24-24 12:00 AM,2024-04-24T00:00:00.000Z,4-9-24 10:40 AM,2024-04-09T10:40:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-52305,TOTE#5 (4) 100' EXPLOSION PROOF EXTENSION CORDS,CHATHAM,CHATHAM,,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,12-29-23 12:00 AM,2023-12-29T00:00:00.000Z,6-20-24 2:10 PM,2024-06-20T14:10:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52304,"TOTE #4 (4) COATS, (4) BIBS, (10) GLOVES, HARD HAT LINERS, NECK WARMERS, (20) INFERNO PACKS",CHATHAM,CHATHAM,,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,12-29-23 12:00 AM,2023-12-29T00:00:00.000Z,6-20-24 2:10 PM,2024-06-20T14:10:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52303,TOTE #3 (2) SNAKE INSULATION BLANKETS,CHATHAM,CHATHAM,,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,12-29-23 12:00 AM,2023-12-29T00:00:00.000Z,6-20-24 2:10 PM,2024-06-20T14:10:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52302,TOTE #2 (2) SNAKE INSULATION BLANKETS,CHATHAM,CHATHAM,,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,12-29-23 12:00 AM,2023-12-29T00:00:00.000Z,6-20-24 2:10 PM,2024-06-20T14:10:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52301,TOTE #1 250' PORTABLE HEAT TRACING,CHATHAM,CHATHAM,,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,12-29-23 12:00 AM,2023-12-29T00:00:00.000Z,6-20-24 2:10 PM,2024-06-20T14:10:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52300,COLD WEATHER PLAN (TOTE INSPECTION/AUDIT),CHATHAM,CHATHAM,,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,12-29-23 1:00 AM,2023-12-29T01:00:00.000Z,6-20-24 2:10 PM,2024-06-20T14:10:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-52299,Weekly Vibration check (GFE I/E),MI-1201A,MI-1201A,,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,12-28-23 12:00 AM,2023-12-28T00:00:00.000Z,1-2-24 7:51 AM,2024-01-02T07:51:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52298,HAMMERMILL WEEKLY PM & ROTATION CHANGE,MI-1201A,MI-1201A,,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,12-28-23 12:00 AM,2023-12-28T00:00:00.000Z,1-2-24 7:51 AM,2024-01-02T07:51:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52297,MI-1201A - MECHANICAL PM,MI-1201A,MI-1201A,,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,12-28-23 12:30 AM,2023-12-28T00:30:00.000Z,1-2-24 7:50 AM,2024-01-02T07:50:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-52296,Weekly Vibration check (GFE I/E),MI-1201B,MI-1201B,,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,1-1-24 12:00 AM,2024-01-01T00:00:00.000Z,1-8-24 6:48 AM,2024-01-08T06:48:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52295,C-MI-1201B - MECHANICAL PM,MI-1201B,MI-1201B,,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,1-1-24 12:00 AM,2024-01-01T00:00:00.000Z,1-8-24 6:48 AM,2024-01-08T06:48:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52294,MI-1201B - MECHANICAL PM,MI-1201B,MI-1201B,,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,1-1-24 12:30 AM,2024-01-01T00:30:00.000Z,1-4-24 1:30 AM,2024-01-04T01:30:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-52293,CHECK THE IMPROSEALS FOR OIL LEAKAGE,P-2303C,P-2303C,1121,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,12-28-23 12:15 AM,2023-12-28T00:15:00.000Z,12-27-23 7:43 AM,2023-12-27T07:43:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52292,REMOVE COUPLING GUARD AND INSPECT OMEGA ELEMENT,P-2303C,P-2303C,1121,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,12-28-23 12:15 AM,2023-12-28T00:15:00.000Z,12-27-23 7:43 AM,2023-12-27T07:43:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52291,OIL CHANGE ON GOULDS PUMPS,P-2303C,P-2303C,1121,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,12-28-23 12:30 AM,2023-12-28T00:30:00.000Z,12-27-23 7:43 AM,2023-12-27T07:43:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52290,P-2303C - OIL CHANGE/ PM SERVICE,P-2303C,P-2303C,1121,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,12-28-23 1:00 AM,2023-12-28T01:00:00.000Z,12-27-23 7:43 AM,2023-12-27T07:43:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-52289,CHECK THE IMPROSEALS FOR OIL LEAKAGE,P-2303B,P-2303B,1120,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,12-28-23 12:15 AM,2023-12-28T00:15:00.000Z,12-20-23 4:18 PM,2023-12-20T16:18:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52288,REMOVE COUPLING GUARD AND INSPECT OMEGA ELEMENT,P-2303B,P-2303B,1120,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,12-28-23 12:15 AM,2023-12-28T00:15:00.000Z,12-20-23 4:18 PM,2023-12-20T16:18:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52287,OIL CHANGE ON GOULDS PUMPS,P-2303B,P-2303B,1120,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,12-28-23 12:30 AM,2023-12-28T00:30:00.000Z,12-20-23 4:18 PM,2023-12-20T16:18:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52286,P-2303B - OIL CHANGE/ PM SERVICE,P-2303B,P-2303B,1120,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,12-28-23 1:00 AM,2023-12-28T01:00:00.000Z,12-20-23 1:00 AM,2023-12-20T01:00:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-52285,INSULATION BLANKET AUDIT (PLANT WIDE),CHATHAM,CHATHAM,,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,1-1-24 12:00 AM,2024-01-01T00:00:00.000Z,6-20-24 3:31 PM,2024-06-20T15:31:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-52284,INSULATION BLANKET AUDIT (PLANT WIDE),CHATHAM,CHATHAM,,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,1-1-24 4:00 PM,2024-01-01T16:00:00.000Z,6-20-24 3:31 PM,2024-06-20T15:31:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-52283,GIVE SAMPLE TO SHIPPER/RECEIVER,CV-2602,CV-2602,1440,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,12-28-23 12:00 AM,2023-12-28T00:00:00.000Z,12-21-23 11:11 AM,2023-12-21T11:11:00.000Z,4,4,,PD,CLOSE,Y,,NO,CHATHAM
23-52282,CHECK OIL LEVEL,CV-2602,CV-2602,1440,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,12-28-23 12:30 AM,2023-12-28T00:30:00.000Z,12-21-23 11:11 AM,2023-12-21T11:11:00.000Z,4,4,,PD,CLOSE,Y,,NO,CHATHAM
23-52281,EXTRACT OIL SAMPLE,CV-2602,CV-2602,1440,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,12-28-23 12:30 AM,2023-12-28T00:30:00.000Z,12-21-23 11:11 AM,2023-12-21T11:11:00.000Z,4,4,,PD,CLOSE,Y,,NO,CHATHAM
23-52280,PREPARATION OF CONTAINERS,CV-2602,CV-2602,1440,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,12-28-23 12:00 AM,2023-12-28T00:00:00.000Z,12-21-23 11:11 AM,2023-12-21T11:11:00.000Z,4,4,,PD,CLOSE,Y,,NO,CHATHAM
23-52279,CV-2602-OIL SAMPLING,CV-2602,CV-2602,1440,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,12-28-23 12:30 AM,2023-12-28T00:30:00.000Z,12-21-23 1:00 AM,2023-12-21T01:00:00.000Z,4,4,,PD,CLOSE,Y,N,NO,CHATHAM
23-52278,GIVE SAMPLE TO SHIPPER/RECEIVER,CV-2108,CV-2108,1435,,,12-4-23 1:50 AM,2023-12-04T01:50:00.000Z,12-28-23 12:00 AM,2023-12-28T00:00:00.000Z,12-21-23 11:11 AM,2023-12-21T11:11:00.000Z,4,4,,PD,CLOSE,Y,,NO,CHATHAM
