WorkOrder_Asset,WorkOrder_Description,Work_Order,Location,Location_Normalized,Notes,Lead,Reported_Date,Reported_Timestamp,Target_Finish,Target_Finish_Timestamp,Actual_Finish,Actual_Finish_Timestamp,Priority,Priority_Int,Priority_InvalidValue,Work_Type,Status,History,Is_dynamic,Dynamic_Job_Plan_applied,Site,Assets,Asset_Descriptions,Parent,IsProblematic,Area,Tag_Full,INstrumentation_Location,Instrumentation_Type_,Instrumentation_Data_Type,Instrumentation_Data_Type_Meaning,INstrumentation_Type_Description,Role,Instrumentation_Description,Related_Location_Cleaned
,Install MCC bucket for new Power Panel MCC3821,23-31807,,,,,1-11-23 11:29 AM,2023-01-11T11:29:00.000Z,1-12-23 11:29 AM,2023-01-12T11:29:00.000Z,1-11-23 12:14 PM,2023-01-11T12:14:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,INSTALL NEW GEAR BOX,23-31808,CV-1833,CV-1833,,,1-11-23 11:31 AM,2023-01-11T11:31:00.000Z,10-23-22 3:42 PM,2022-10-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DRA_CYCLNS,CH-DRA_CYCLNS:IT18171.MEAS,IT-18171,IT,MEAS,Measured value (PV),Current transmitter (motor amps),Measurement,CV1833 MOTOR CURRENT,CV-1833
,INSTALL NEW GEAR BOX,23-31808,CV-1833,CV-1833,,,1-11-23 11:31 AM,2023-01-11T11:31:00.000Z,10-23-22 3:42 PM,2022-10-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DRA_PROC_AIR,CH-DRA_PROC_AIR:TT18179D.MEAS,TT-18179D,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1833 SPEED INDICATION,CV-1833
,INSTALL NEW GEAR BOX,23-31808,CV-1833,CV-1833,,,1-11-23 11:31 AM,2023-01-11T11:31:00.000Z,10-23-22 3:42 PM,2022-10-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DRA_COMB_AIR,CH-DRA_COMB_AIR:XV18182.STAIND,XV-18182,XV,STAIND,"Status indication (open/closed, run/stop)",Valve/damper/door status (discrete),Status,CV1833 SPEED SWITCH,CV-1833
,INSTALL NEW GEAR BOX,23-31808,CV-1833,CV-1833,,,1-11-23 11:31 AM,2023-01-11T11:31:00.000Z,10-23-22 3:42 PM,2022-10-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DRA_COMB_AIR,CH-DRA_COMB_AIR:ZT18215.MEAS,ZT-18215,ZT,MEAS,Measured value (PV),Valve/actuator position feedback,Measurement,CV1833 SPEED CONTROL,CV-1833
,INSTALL NEW GEAR BOX,23-31808,CV-1833,CV-1833,,,1-11-23 11:31 AM,2023-01-11T11:31:00.000Z,10-23-22 3:42 PM,2022-10-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DRYER_A,CH-DRYER_A:CV1833.STAIND,CV-1833,CV,STAIND,"Status indication (open/closed, run/stop)",Conveyor (asset),Equipment status,RECYCLE SCREW CVYR,
,INSTALL NEW GEAR BOX,23-31808,CV-1833,CV-1833,,,1-11-23 11:31 AM,2023-01-11T11:31:00.000Z,10-23-22 3:42 PM,2022-10-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DR_PROC_AIR,CH-DR_PROC_AIR:PT33307.MEAS,PT-33307,PT,MEAS,Measured value (PV),Pressure transmitter,Measurement,CV1833 MOTOR CURRENT,CV-1833
,INSTALL NEW GEAR BOX,23-31808,CV-1833,CV-1833,,,1-11-23 11:31 AM,2023-01-11T11:31:00.000Z,10-23-22 3:42 PM,2022-10-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DR_UTIL_WTR,CH-DR_UTIL_WTR:SY18642.OUT,SY-18642,SY,OUT,Controller output / demand (CO),Speed output (VFD demand),Output/Demand,CV1833 MOTOR CURRENT,CV-1833
,INSTALL NEW GEAR BOX,23-31808,CV-1833,CV-1833,,,1-11-23 11:31 AM,2023-01-11T11:31:00.000Z,10-23-22 3:42 PM,2022-10-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DRYER_D,CH-DRYER_D:PDY84403.RO01,PDY-84403,PDY,RO01,Binary/relay output channel,Differential pressure relay output,Output,CV1833 MOTOR CURRENT,CV-1833
,INSTALL NEW GEAR BOX,23-31808,CV-1833,CV-1833,,,1-11-23 11:31 AM,2023-01-11T11:31:00.000Z,10-23-22 3:42 PM,2022-10-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DRYER_D_BMS,CH-DRYER_D_BMS:IT84201.PNT,IT-84201,IT,PNT,Point value / indication,Current transmitter,Indication,CV1833 SPEED INDICATION,CV-1833
,INSTALL NEW GEAR BOX,23-31808,CV-1833,CV-1833,,,1-11-23 11:31 AM,2023-01-11T11:31:00.000Z,10-23-22 3:42 PM,2022-10-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DRYER_D_CY2,CH-DRYER_D_CY2:TT84311.PNT,TT-84311,TT,PNT,Point value / indication,Temperature transmitter,Measurement,CV1833 SPEED SWITCH,CV-1833
,INSTALL NEW GEAR BOX,23-31808,CV-1833,CV-1833,,,1-11-23 11:31 AM,2023-01-11T11:31:00.000Z,10-23-22 3:42 PM,2022-10-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DRYER_D_CY2,CH-DRYER_D_CY2:TT84319.MEAS,TT-84319,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1833 SPEED CONTROL,CV-1833
,INSTALL NEW GEAR BOX,23-31808,CV-1833,CV-1833,,,1-11-23 11:31 AM,2023-01-11T11:31:00.000Z,10-23-22 3:42 PM,2022-10-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DR_DECANT702,CH-DR_DECANT702:FIC17704.OUT,FIC-17704,FIC,OUT,Controller output / demand (CO),Flow indicating controller,Output/Demand,CV1833 MOTOR CURRENT,CV-1833
,RE-INSTALL GUARDS,23-31809,CV-1833,CV-1833,,,1-11-23 11:34 AM,2023-01-11T11:34:00.000Z,10-23-22 3:42 PM,2022-10-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DRA_CYCLNS,CH-DRA_CYCLNS:IT18171.MEAS,IT-18171,IT,MEAS,Measured value (PV),Current transmitter (motor amps),Measurement,CV1833 MOTOR CURRENT,CV-1833
,RE-INSTALL GUARDS,23-31809,CV-1833,CV-1833,,,1-11-23 11:34 AM,2023-01-11T11:34:00.000Z,10-23-22 3:42 PM,2022-10-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DRA_PROC_AIR,CH-DRA_PROC_AIR:TT18179D.MEAS,TT-18179D,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1833 SPEED INDICATION,CV-1833
,RE-INSTALL GUARDS,23-31809,CV-1833,CV-1833,,,1-11-23 11:34 AM,2023-01-11T11:34:00.000Z,10-23-22 3:42 PM,2022-10-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DRA_COMB_AIR,CH-DRA_COMB_AIR:XV18182.STAIND,XV-18182,XV,STAIND,"Status indication (open/closed, run/stop)",Valve/damper/door status (discrete),Status,CV1833 SPEED SWITCH,CV-1833
,RE-INSTALL GUARDS,23-31809,CV-1833,CV-1833,,,1-11-23 11:34 AM,2023-01-11T11:34:00.000Z,10-23-22 3:42 PM,2022-10-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DRA_COMB_AIR,CH-DRA_COMB_AIR:ZT18215.MEAS,ZT-18215,ZT,MEAS,Measured value (PV),Valve/actuator position feedback,Measurement,CV1833 SPEED CONTROL,CV-1833
,RE-INSTALL GUARDS,23-31809,CV-1833,CV-1833,,,1-11-23 11:34 AM,2023-01-11T11:34:00.000Z,10-23-22 3:42 PM,2022-10-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DRYER_A,CH-DRYER_A:CV1833.STAIND,CV-1833,CV,STAIND,"Status indication (open/closed, run/stop)",Conveyor (asset),Equipment status,RECYCLE SCREW CVYR,
,RE-INSTALL GUARDS,23-31809,CV-1833,CV-1833,,,1-11-23 11:34 AM,2023-01-11T11:34:00.000Z,10-23-22 3:42 PM,2022-10-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DR_PROC_AIR,CH-DR_PROC_AIR:PT33307.MEAS,PT-33307,PT,MEAS,Measured value (PV),Pressure transmitter,Measurement,CV1833 MOTOR CURRENT,CV-1833
,RE-INSTALL GUARDS,23-31809,CV-1833,CV-1833,,,1-11-23 11:34 AM,2023-01-11T11:34:00.000Z,10-23-22 3:42 PM,2022-10-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DR_UTIL_WTR,CH-DR_UTIL_WTR:SY18642.OUT,SY-18642,SY,OUT,Controller output / demand (CO),Speed output (VFD demand),Output/Demand,CV1833 MOTOR CURRENT,CV-1833
,RE-INSTALL GUARDS,23-31809,CV-1833,CV-1833,,,1-11-23 11:34 AM,2023-01-11T11:34:00.000Z,10-23-22 3:42 PM,2022-10-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DRYER_D,CH-DRYER_D:PDY84403.RO01,PDY-84403,PDY,RO01,Binary/relay output channel,Differential pressure relay output,Output,CV1833 MOTOR CURRENT,CV-1833
,RE-INSTALL GUARDS,23-31809,CV-1833,CV-1833,,,1-11-23 11:34 AM,2023-01-11T11:34:00.000Z,10-23-22 3:42 PM,2022-10-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DRYER_D_BMS,CH-DRYER_D_BMS:IT84201.PNT,IT-84201,IT,PNT,Point value / indication,Current transmitter,Indication,CV1833 SPEED INDICATION,CV-1833
,RE-INSTALL GUARDS,23-31809,CV-1833,CV-1833,,,1-11-23 11:34 AM,2023-01-11T11:34:00.000Z,10-23-22 3:42 PM,2022-10-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DRYER_D_CY2,CH-DRYER_D_CY2:TT84311.PNT,TT-84311,TT,PNT,Point value / indication,Temperature transmitter,Measurement,CV1833 SPEED SWITCH,CV-1833
,RE-INSTALL GUARDS,23-31809,CV-1833,CV-1833,,,1-11-23 11:34 AM,2023-01-11T11:34:00.000Z,10-23-22 3:42 PM,2022-10-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DRYER_D_CY2,CH-DRYER_D_CY2:TT84319.MEAS,TT-84319,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1833 SPEED CONTROL,CV-1833
,RE-INSTALL GUARDS,23-31809,CV-1833,CV-1833,,,1-11-23 11:34 AM,2023-01-11T11:34:00.000Z,10-23-22 3:42 PM,2022-10-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DR_DECANT702,CH-DR_DECANT702:FIC17704.OUT,FIC-17704,FIC,OUT,Controller output / demand (CO),Flow indicating controller,Output/Demand,CV1833 MOTOR CURRENT,CV-1833
2518,DISMANTLE SCAFF,23-31810,CV-1833,CV-1833,,,1-11-23 11:34 AM,2023-01-11T11:34:00.000Z,2-23-23 3:42 PM,2023-02-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DRA_CYCLNS,CH-DRA_CYCLNS:IT18171.MEAS,IT-18171,IT,MEAS,Measured value (PV),Current transmitter (motor amps),Measurement,CV1833 MOTOR CURRENT,CV-1833
2518,DISMANTLE SCAFF,23-31810,CV-1833,CV-1833,,,1-11-23 11:34 AM,2023-01-11T11:34:00.000Z,2-23-23 3:42 PM,2023-02-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DRA_PROC_AIR,CH-DRA_PROC_AIR:TT18179D.MEAS,TT-18179D,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1833 SPEED INDICATION,CV-1833
2518,DISMANTLE SCAFF,23-31810,CV-1833,CV-1833,,,1-11-23 11:34 AM,2023-01-11T11:34:00.000Z,2-23-23 3:42 PM,2023-02-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DRA_COMB_AIR,CH-DRA_COMB_AIR:XV18182.STAIND,XV-18182,XV,STAIND,"Status indication (open/closed, run/stop)",Valve/damper/door status (discrete),Status,CV1833 SPEED SWITCH,CV-1833
2518,DISMANTLE SCAFF,23-31810,CV-1833,CV-1833,,,1-11-23 11:34 AM,2023-01-11T11:34:00.000Z,2-23-23 3:42 PM,2023-02-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DRA_COMB_AIR,CH-DRA_COMB_AIR:ZT18215.MEAS,ZT-18215,ZT,MEAS,Measured value (PV),Valve/actuator position feedback,Measurement,CV1833 SPEED CONTROL,CV-1833
2518,DISMANTLE SCAFF,23-31810,CV-1833,CV-1833,,,1-11-23 11:34 AM,2023-01-11T11:34:00.000Z,2-23-23 3:42 PM,2023-02-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DRYER_A,CH-DRYER_A:CV1833.STAIND,CV-1833,CV,STAIND,"Status indication (open/closed, run/stop)",Conveyor (asset),Equipment status,RECYCLE SCREW CVYR,
2518,DISMANTLE SCAFF,23-31810,CV-1833,CV-1833,,,1-11-23 11:34 AM,2023-01-11T11:34:00.000Z,2-23-23 3:42 PM,2023-02-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DR_PROC_AIR,CH-DR_PROC_AIR:PT33307.MEAS,PT-33307,PT,MEAS,Measured value (PV),Pressure transmitter,Measurement,CV1833 MOTOR CURRENT,CV-1833
2518,DISMANTLE SCAFF,23-31810,CV-1833,CV-1833,,,1-11-23 11:34 AM,2023-01-11T11:34:00.000Z,2-23-23 3:42 PM,2023-02-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DR_UTIL_WTR,CH-DR_UTIL_WTR:SY18642.OUT,SY-18642,SY,OUT,Controller output / demand (CO),Speed output (VFD demand),Output/Demand,CV1833 MOTOR CURRENT,CV-1833
2518,DISMANTLE SCAFF,23-31810,CV-1833,CV-1833,,,1-11-23 11:34 AM,2023-01-11T11:34:00.000Z,2-23-23 3:42 PM,2023-02-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DRYER_D,CH-DRYER_D:PDY84403.RO01,PDY-84403,PDY,RO01,Binary/relay output channel,Differential pressure relay output,Output,CV1833 MOTOR CURRENT,CV-1833
2518,DISMANTLE SCAFF,23-31810,CV-1833,CV-1833,,,1-11-23 11:34 AM,2023-01-11T11:34:00.000Z,2-23-23 3:42 PM,2023-02-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DRYER_D_BMS,CH-DRYER_D_BMS:IT84201.PNT,IT-84201,IT,PNT,Point value / indication,Current transmitter,Indication,CV1833 SPEED INDICATION,CV-1833
2518,DISMANTLE SCAFF,23-31810,CV-1833,CV-1833,,,1-11-23 11:34 AM,2023-01-11T11:34:00.000Z,2-23-23 3:42 PM,2023-02-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DRYER_D_CY2,CH-DRYER_D_CY2:TT84311.PNT,TT-84311,TT,PNT,Point value / indication,Temperature transmitter,Measurement,CV1833 SPEED SWITCH,CV-1833
2518,DISMANTLE SCAFF,23-31810,CV-1833,CV-1833,,,1-11-23 11:34 AM,2023-01-11T11:34:00.000Z,2-23-23 3:42 PM,2023-02-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DRYER_D_CY2,CH-DRYER_D_CY2:TT84319.MEAS,TT-84319,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1833 SPEED CONTROL,CV-1833
2518,DISMANTLE SCAFF,23-31810,CV-1833,CV-1833,,,1-11-23 11:34 AM,2023-01-11T11:34:00.000Z,2-23-23 3:42 PM,2023-02-23T15:42:00.000Z,5-24-23 11:41 AM,2023-05-24T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,"2493, 2518","7.5 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#213T, DORRIS 207TR25 SHAFT MOUNTED SPEED REDUCER",,No,CH-DR_DECANT702,CH-DR_DECANT702:FIC17704.OUT,FIC-17704,FIC,OUT,Controller output / demand (CO),Flow indicating controller,Output/Demand,CV1833 MOTOR CURRENT,CV-1833
,Troubleshoot K1 Relay  XFMR-3821,23-31811,,,,,1-11-23 11:39 AM,2023-01-11T11:39:00.000Z,1-12-23 11:39 AM,2023-01-12T11:39:00.000Z,1-10-23 12:39 PM,2023-01-10T12:39:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,Investigate relocation of street light electrical box,23-31812,0000,0000,,,1-11-23 11:48 AM,2023-01-11T11:48:00.000Z,1-19-23 8:35 AM,2023-01-19T08:35:00.000Z,1-16-23 10:35 AM,2023-01-16T10:35:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,Install new distribution panel at NW corner of DDG building,23-31813,2100,2100,Confirmed with Greg that this is part of a larger MOC and should not be captured as an EC but as a CP,,1-11-23 11:50 AM,2023-01-11T11:50:00.000Z,11-26-23 8:22 AM,2023-11-26T08:22:00.000Z,11-21-23 4:22 PM,2023-11-21T16:22:00.000Z,4,4,,CP,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,Weld/Fab  Brackets for new Transformer,23-31814,,,,,1-11-23 11:52 AM,2023-01-11T11:52:00.000Z,1-20-23 11:52 AM,2023-01-20T11:52:00.000Z,1-17-23 3:52 PM,2023-01-17T15:52:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
1367,TA23 Inspect C1840 TGF Condenser and repair broken nozzle,23-31815,C-1840,C-1840,,,1-11-23 11:56 AM,2023-01-11T11:56:00.000Z,4-24-23 11:35 AM,2023-04-24T11:35:00.000Z,5-19-23 2:03 PM,2023-05-19T14:03:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM,1367,TRULY GREEN FARMS CONDENSER,,No,,,,,,,,,,
3714,P-2407A status,23-31816,P-2407A,P-2407A,,,1-11-23 12:39 PM,2023-01-11T12:39:00.000Z,1-12-23 4:41 PM,2023-01-12T16:41:00.000Z,1-11-23 5:10 PM,2023-01-11T17:10:00.000Z,2,2,,CO,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,2023 TA Weak relief valve,23-31817,P-3101,P-3101,,,1-11-23 12:42 PM,2023-01-11T12:42:00.000Z,9-29-22 8:02 AM,2022-09-29T08:02:00.000Z,5-2-23 9:21 AM,2023-05-02T09:21:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
3707,Investigate/clean leak at P2401 discharge piping,23-31819,P-2401,P-2401,"does not appear to be leaking ,will keep an eye on it over time to see if any formation shows up",,1-11-23 1:34 PM,2023-01-11T13:34:00.000Z,1-20-23 9:05 AM,2023-01-20T09:05:00.000Z,1-17-23 11:05 AM,2023-01-17T11:05:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
